response	trial_index	task	participantID	age	gender	language	amE	comments	expression	cc	context
0.03	7	practice	349	57	female	English	AmE	"""":""""""""}	practice	noCC	other
0.84	10	target	349	57	female	English	AmE	"""":""""""""}	inform	Julian dances salsa	factH
0.85	11	target	349	57	female	English	AmE	"""":""""""""}	know	Jon walks to work	factL
0.34	12	target	349	57	female	English	AmE	"""":""""""""}	suggest	Frank got a cat	factL
0.8	13	target	349	57	female	English	AmE	"""":""""""""}	be annoyed	Charley speaks Spanish	factH
0.92	14	target	349	57	female	English	AmE	"""":""""""""}	confirm	Isabella ate a steak on Sunday	explicitIgnorance
0.34	15	target	349	57	female	English	AmE	"""":""""""""}	admit	Danny ate the last cupcake	explicitIgnorance
0.12	16	target	349	57	female	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0.64	17	target	349	57	female	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
0.21	18	target	349	57	female	English	AmE	"""":""""""""}	see	Jayden rented a car	explicitIgnorance
0.36	19	target	349	57	female	English	AmE	"""":""""""""}	establish	Emily bought a car yesterday	explicitIgnorance
0.97	20	target	349	57	female	English	AmE	"""":""""""""}	say	Josh learned to ride a bike yesterday	factH
0.93	21	target	349	57	female	English	AmE	"""":""""""""}	demonstrate	Zoe calculated the tip	explicitIgnorance
0.58	22	target	349	57	female	English	AmE	"""":""""""""}	reveal	Olivia sleeps until noon	explicitIgnorance
0.44	23	target	349	57	female	English	AmE	"""":""""""""}	pretend	Sophia got a tattoo	factL
0.84	24	target	349	57	female	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
0.02	25	target	349	57	female	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
0.21	26	target	349	57	female	English	AmE	"""":""""""""}	announce	Mia drank 2 cocktails last night	explicitIgnorance
0.12	27	target	349	57	female	English	AmE	"""":""""""""}	discover	Tony had a drink last night	explicitIgnorance
0.81	28	target	349	57	female	English	AmE	"""":""""""""}	controlGood4	noCC	other
0.84	29	target	349	57	female	English	AmE	"""":""""""""}	hear	Owen shoveled snow last winter	factH
0.36	30	target	349	57	female	English	AmE	"""":""""""""}	prove	Grace visited her sister	explicitIgnorance
0.05	31	target	349	57	female	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0.09	32	target	349	57	female	English	AmE	"""":""""""""}	confess	Mary is pregnant	explicitIgnorance
0.08	33	target	349	57	female	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
0.61	34	target	349	57	female	English	AmE	"""":""""""""}	think	Josie went on vacation to France	explicitIgnorance
0.12	35	target	349	57	female	English	AmE	"""":""""""""}	acknowledge	Emma studied on Saturday morning	explicitIgnorance
0.85	36	target	349	57	female	English	AmE	"""":""""""""}	be right	Jackson ran 10 miles	factL
0.1	37	target	349	57	female	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
0.58	38	target	349	57	female	English	AmE	"""":""""""""}	controlGood3	noCC	other
0.85	39	target	349	57	female	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
0.76	1	practice	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	practice	noCC	other
0	3	practice	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	practice	noCC	other
0.75	5	practice	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	practice	noCC	other
0	7	practice	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	practice	noCC	other
0.86	10	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	establish	Olivia sleeps until noon	factH
0.85	11	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	say	Owen shoveled snow last winter	factH
0.42	12	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	acknowledge	Mia drank 2 cocktails last night	explicitIgnorance
0.42	13	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	cleft	noCC	explicitIgnorance
0.11	14	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	continue	noCC	explicitIgnorance
0.12	15	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	stop	noCC	explicitIgnorance
0.84	16	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	hear	Jon walks to work	explicitIgnorance
0.81	17	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	controlGood2	noCC	explicitIgnorance
0.64	18	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	suggest	Zoe calculated the tip	factH
0.77	19	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	confirm	Jayden rented a car	explicitIgnorance
0.89	20	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	controlGood4	noCC	other
0.08	21	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	also	noCC	explicitIgnorance
0.53	22	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	inform	Charley speaks Spanish	factL
0.82	23	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	prove	Josie went on vacation to France	explicitIgnorance
0.55	24	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	see	Josh learned to ride a bike yesterday	explicitIgnorance
0.76	25	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	think	Julian dances salsa	explicitIgnorance
0.74	26	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	announce	Grace visited her sister	explicitIgnorance
0.61	27	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	demonstrate	Emma studied on Saturday morning	explicitIgnorance
0.62	28	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	admit	Isabella ate a steak on Sunday	explicitIgnorance
0.59	29	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	know	Sophia got a tattoo	factL
0.63	30	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	reveal	Emily bought a car yesterday	factL
0.6	31	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	confess	Jackson ran 10 miles	explicitIgnorance
0.45	32	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	discover	Frank got a cat	factH
0.14	33	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	be annoyed	Tony had a drink last night	explicitIgnorance
0.17	34	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	again	noCC	explicitIgnorance
0.21	35	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	pretend	Mary is pregnant	explicitIgnorance
0.91	36	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	be right	Danny ate the last cupcake	factL
0.84	37	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	controlGood1	noCC	explicitIgnorance
0.29	38	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	controlGood3	noCC	other
0.21	39	target	371	37	female	English	AmE	"""":""""These were all worded very oddly. """"}	too	noCC	explicitIgnorance
0.69	1	practice	193	58	female	English	AmE	"""":""""""""}	practice	noCC	other
0.04	3	practice	193	58	female	English	AmE	"""":""""""""}	practice	noCC	other
0.78	5	practice	193	58	female	English	AmE	"""":""""""""}	practice	noCC	other
0	7	practice	193	58	female	English	AmE	"""":""""""""}	practice	noCC	other
0	10	target	193	58	female	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
0.79	11	target	193	58	female	English	AmE	"""":""""""""}	announce	Jon walks to work	explicitIgnorance
0.89	12	target	193	58	female	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
1	13	target	193	58	female	English	AmE	"""":""""""""}	controlGood4	noCC	other
0.63	14	target	193	58	female	English	AmE	"""":""""""""}	know	Olivia sleeps until noon	factH
0.79	15	target	193	58	female	English	AmE	"""":""""""""}	admit	Tony had a drink last night	explicitIgnorance
0.02	16	target	193	58	female	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
0.88	17	target	193	58	female	English	AmE	"""":""""""""}	acknowledge	Grace visited her sister	explicitIgnorance
0.61	18	target	193	58	female	English	AmE	"""":""""""""}	discover	Isabella ate a steak on Sunday	factL
0.8	19	target	193	58	female	English	AmE	"""":""""""""}	establish	Jackson ran 10 miles	explicitIgnorance
0.86	20	target	193	58	female	English	AmE	"""":""""""""}	see	Josh learned to ride a bike yesterday	explicitIgnorance
0.06	21	target	193	58	female	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
0.9	22	target	193	58	female	English	AmE	"""":""""""""}	say	Charley speaks Spanish	explicitIgnorance
0.76	23	target	193	58	female	English	AmE	"""":""""""""}	demonstrate	Sophia got a tattoo	explicitIgnorance
0.8	24	target	193	58	female	English	AmE	"""":""""""""}	think	Owen shoveled snow last winter	factH
0.62	25	target	193	58	female	English	AmE	"""":""""""""}	controlGood3	noCC	other
0.81	26	target	193	58	female	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0.05	27	target	193	58	female	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
0.83	28	target	193	58	female	English	AmE	"""":""""""""}	confess	Mia drank 2 cocktails last night	factH
0.97	29	target	193	58	female	English	AmE	"""":""""""""}	hear	Josie went on vacation to France	factH
0.87	30	target	193	58	female	English	AmE	"""":""""""""}	prove	Jayden rented a car	explicitIgnorance
0.93	31	target	193	58	female	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
0.86	32	target	193	58	female	English	AmE	"""":""""""""}	suggest	Danny ate the last cupcake	explicitIgnorance
0.07	33	target	193	58	female	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0.07	34	target	193	58	female	English	AmE	"""":""""""""}	be annoyed	Frank got a cat	explicitIgnorance
0.31	35	target	193	58	female	English	AmE	"""":""""""""}	inform	Zoe calculated the tip	factL
0.11	36	target	193	58	female	English	AmE	"""":""""""""}	be right	Mary is pregnant	explicitIgnorance
0.7	37	target	193	58	female	English	AmE	"""":""""""""}	pretend	Emily bought a car yesterday	factL
0.6	38	target	193	58	female	English	AmE	"""":""""""""}	reveal	Emma studied on Saturday morning	factL
0.78	39	target	193	58	female	English	AmE	"""":""""""""}	confirm	Julian dances salsa	explicitIgnorance
1	1	practice	321	19	male	English	AmE	"""":""""none""""}	practice	noCC	other
0	3	practice	321	19	male	English	AmE	"""":""""none""""}	practice	noCC	other
0.5	5	practice	321	19	male	English	AmE	"""":""""none""""}	practice	noCC	other
1	7	practice	321	19	male	English	AmE	"""":""""none""""}	practice	noCC	other
0	9	practice	321	19	male	English	AmE	"""":""""none""""}	practice	noCC	other
0	12	target	321	19	male	English	AmE	"""":""""none""""}	pretend	Josie went on vacation to France	explicitIgnorance
1	13	target	321	19	male	English	AmE	"""":""""none""""}	controlGood4	noCC	other
1	14	target	321	19	male	English	AmE	"""":""""none""""}	say	Charley speaks Spanish	explicitIgnorance
0	15	target	321	19	male	English	AmE	"""":""""none""""}	think	Julian dances salsa	factL
1	16	target	321	19	male	English	AmE	"""":""""none""""}	establish	Emily bought a car yesterday	explicitIgnorance
1	17	target	321	19	male	English	AmE	"""":""""none""""}	demonstrate	Emma studied on Saturday morning	explicitIgnorance
1	18	target	321	19	male	English	AmE	"""":""""none""""}	acknowledge	Grace visited her sister	factH
0	19	target	321	19	male	English	AmE	"""":""""none""""}	stop	noCC	explicitIgnorance
1	20	target	321	19	male	English	AmE	"""":""""none""""}	hear	Jackson ran 10 miles	explicitIgnorance
1	21	target	321	19	male	English	AmE	"""":""""none""""}	inform	Danny ate the last cupcake	factH
0	22	target	321	19	male	English	AmE	"""":""""none""""}	admit	Josh learned to ride a bike yesterday	factL
1	23	target	321	19	male	English	AmE	"""":""""none""""}	announce	Jayden rented a car	factH
0	24	target	321	19	male	English	AmE	"""":""""none""""}	confirm	Owen shoveled snow last winter	factL
1	25	target	321	19	male	English	AmE	"""":""""none""""}	suggest	Zoe calculated the tip	explicitIgnorance
0	26	target	321	19	male	English	AmE	"""":""""none""""}	be annoyed	Tony had a drink last night	explicitIgnorance
